District,Health Facility,Date
Chama,Chigoma,6/16/2009
Chama,Fulaza,6/16/2009
Chama,Pondo,6/16/2009
Chama,Chifunda,6/17/2009
Chama,Mapamba,6/17/2009
Chama,Chikwa,6/18/2009
Chama,Kapichilasenga,6/18/2009
Chama,Buli,6/19/2009
Chama,Kambombo,6/19/2009
Chama,Mphyanakunda,6/19/2009
Chama,Nthonkho,6/19/2009
Chama,Sitwe,6/19/2009
Chama,Tembwe,6/19/2009
Chama,Kanyelele,7/1/2009
Chama,Chibale,7/6/2009
Chama,Mulilo,7/6/2009
Chama,Chilubanama,7/7/2009
Chama,Lundu,7/7/2009
Chama,Kambombo,7/27/2009
Chama,Kambwili Health Post,7/27/2009
Chama,Nthonkho,7/27/2009
Chama,Sitwe,7/27/2009
Chama,Buli,7/28/2009
Chama,Kapichilasenga,7/28/2009
Chama,Pondo,7/28/2009
Chama,Tembwe,7/28/2009
Chama,Chifunda,7/29/2009
Chama,Chigoma,7/29/2009
Chama,Fulaza,7/29/2009
Chama,Mapamba,7/29/2009
Chama,Chikwa,7/31/2009
Chama,Mphyanakunda,8/5/2009
Chama,Chibale,8/6/2009
Chama,Kambombo,8/13/2009
Chama,Nthonkho,8/14/2009
Chama,Buli,8/18/2009
Chama,Chigoma,8/19/2009
Chama,Chikwa,8/19/2009
Chama,Kapichilasenga,8/19/2009
Chama,Tembwe,8/19/2009
Chama,Chifunda,8/20/2009
Chama,Mapamba,8/20/2009
Chama,Pondo,8/20/2009
Chama,Mulilo,8/23/2009
Chama,Chilubanama,8/24/2009
Chama,Lundu,8/24/2009
Chama,Chibale,8/26/2009
Chama,Kambwili Health Post,8/28/2009
Chama,Sitwe,8/28/2009
Chama,Buli,9/14/2009
Chama,Kanyelele,9/14/2009
Chama,Mulilo,9/14/2009
Chama,Chibale,9/15/2009
Chama,Kapichilasenga,9/15/2009
Chama,Tembwe,9/15/2009
Chama,Chilubanama,9/16/2009
Chama,Chifunda,9/17/2009
Chama,Chigoma,9/17/2009
Chama,Chikwa,9/17/2009
Chama,Fulaza,9/17/2009
Chama,Mapamba,9/17/2009
Chama,Pondo,9/17/2009
Chama,Lundu,9/17/2009
Chama,Kambombo,9/21/2009
Chama,Kambwili Health Post,9/21/2009
Chama,Mphyanakunda,9/21/2009
Chama,Nthonkho,9/21/2009
Chama,Sitwe,9/21/2009
Chama,Kambombo,10/15/2009
Chama,Kambwili Health Post,10/15/2009
Chama,Nthonkho,10/15/2009
Chama,Buli,10/17/2009
Chama,Kapichilasenga,10/17/2009
Chama,Tembwe,10/17/2009
Chama,Sitwe,10/19/2009
Chama,Chifunda,10/21/2009
Chama,Chikwa,10/21/2009
Chama,Lundu,10/27/2009
Chama,Chibale,10/28/2009
Chama,Mulilo,10/28/2009
Chama,Mapamba,10/29/2009
Chama,Chigoma,11/4/2009
Chama,Fulaza,11/4/2009
Chama,Pondo,11/4/2009
Chama,Chilubanama,11/5/2009
Chama,Kanyelele,11/9/2009
Chama,Mphyanakunda,11/19/2009
Chama,Chilubanama,11/20/2009
Chama,Kanyelele,11/20/2009
Chama,Fulaza,11/25/2009
Chama,Pondo,11/25/2009
Chama,Chibale,12/2/2009
Chama,Kambombo,12/11/2009
Chama,Kambwili Health Post,12/11/2009
Chama,Nthonkho,12/11/2009
Chama,Buli,12/12/2009
Chama,Chibale,12/12/2009
Chama,Kapichilasenga,12/12/2009
Chama,Mulilo,12/12/2009
Chama,Tembwe,12/12/2009
Chama,Chifunda,12/14/2009
Chama,Chigoma,12/14/2009
Chama,Chikwa,12/14/2009
Chama,Chilubanama,12/14/2009
Chama,Lundu,12/15/2009
Chama,Kanyelele,12/17/2009
Chama,Chilubanama,1/27/1900
Chama,Kanyelele,2/15/1900
Chama,Chibale,2/22/1900
Chama,Chilubanama,3/1/1900
Chama,Lundu,3/3/1900
Chama,Kanyelele,3/15/1900
Chama,Chibale,3/19/1900
Chama,Chilubanama,3/20/1900
Chama,Chifunda,4/1/1900
Chama,Buli,4/19/1900
Chama,Kapichilasenga,4/19/1900
Chama,Tembwe,4/19/1900
Chama,Mapamba,4/20/1900
Chama,Pondo,4/20/1900
Chama,Mphyanakunda,4/21/1900
Chama,Chigoma,4/23/1900
Chama,Chikwa,4/23/1900
Chama,Fulaza,4/23/1900
Chama,Kambombo,4/26/1900
Chama,Kambwili Health Post,4/26/1900
Chama,Chibale,4/27/1900
Chama,Kanyelele,4/27/1900
Chama,Mulilo,4/27/1900
Chama,Lundu,4/28/1900
Chama,Nthonkho,4/29/1900
Chama,Sitwe,4/29/1900
Chavuma,CHIVOMBO RHC,4/16/2009
Chavuma,LUKOLWE MISSION RHC,4/20/2009
Chavuma,LUKOLWE MISSION RHC,4/20/2009
Chavuma,CHIYEKE RHC,4/21/2009
Chavuma,CHINGI RHC,4/22/2009
Chavuma,CHINGI RHC,4/22/2009
Chavuma,CHIVOMBO RHC,4/23/2009
Chavuma,CHIYEKE RHC,4/24/2009
Chavuma,CHIYEKE RHC,4/24/2009
Chavuma,CHIYEKE RHC,4/24/2009
Chavuma,NYATANDA HP,4/29/2009
Chavuma,NYATANDA HP,4/29/2009
Chavuma,CHIYEKE RURAL HEALTH CENTRE,5/5/2009
Chavuma,CHIYEKE RURAL HEALTH CENTRE,5/8/2009
Chavuma,CHINGI RURAL HEALTH CENTRE,5/15/2009
Chavuma,CHINGI RURAL HEALTH CENTRE,5/15/2009
Chavuma,CHIYEKE RURAL HEALTH CENTRE,5/19/2009
Chavuma,CHIVOMBO RURAL HEALTH CENTRE,5/21/2009
Chavuma,CHIVOMBO RURAL HEALTH CENTRE,5/21/2009
Chavuma,LUKOLWE MISSION RURAL HEALTH CENTRE,5/21/2009
Chavuma,CHIYEKE RURAL HEALTH CENTRE,5/22/2009
Chavuma,CHIYEKE RURAL HEALTH CENTRE,5/22/2009
Chavuma,CHINGI RURAL HEALTH CENTRE,5/23/2009
Chavuma,CHINGI RURAL HEALTH CENTRE,5/23/2009
Chavuma,LUKOLWE MISSION RURAL HEALTH CENTRE,5/26/2009
Chavuma,LUKOLWE MISSION RURAL HEALTH CENTRE,5/26/2009
Chavuma,CHIYEKE RURAL HEALTH CENTRE,5/29/2009
Chavuma,CHIVOMBO RURAL HEALTH CENTRE,5/29/2009
Chavuma,CHINGI RURAL HEALTH CENTRE,6/17/2009
Chavuma,CHIVOMBO RURAL HEALTH CENTRE,6/18/2009
Chavuma,LUKOLWE MISSION RURAL HEALTH CENTRE,6/19/2009
Chavuma,LUKOLWE MISSION RURAL HEALTH CENTRE,6/19/2009
Chavuma,CHIYEKE RURAL HEALTH CENTRE,6/22/2009
Chavuma,CHIYEKE RURAL HEALTH CENTRE,6/22/2009
Chavuma,NYATANDA RURAL HEALTH CENTRE,6/25/2009
Chavuma,NGUVU HEALTH POST,6/26/2009
Chavuma,CHIVOMBO RURAL HEALTH CENTRE,7/24/2009
Chavuma,LUKOLWE MISSION RURAL HEALTH,7/25/2009
Chavuma,CHINGI RURAL HEALTH CENTRE,7/27/2009
Chavuma,CHIYEKE RURAL HEALTH CENTRE,7/27/2009
Chavuma,NYATANDA RURAL HEALTH CENTRE,7/28/2009
Chavuma,NGUVU HEALTH POST,7/28/2009
Chavuma,CHIYEKE RURAL HEALTH CENTRE,8/18/2009
Chavuma,CHINGI RURAL HEALTH CENTRE,8/18/2009
Chavuma,NYATANDA RURAL HEALTH CENTRE,8/26/2009
Chavuma,LUKOLWE MISSION RURAL HEALTH CENTRE,8/27/2009
Chavuma,CHIVOMBO RURAL HEALTH CENTRE,8/28/2009
Chavuma,CHIVOMBO RURAL HEALTH CENTRE,9/17/2009
Chavuma,CHIYEKE RURAL HEALTH CENTRE,9/18/2009
Chavuma,CHINGI RURAL HEALTH CENTRE,9/18/2009
Chavuma,CHINGI RURAL HEALTH CENTRE,9/21/2009
Chavuma,NYATANDA RURAL HEALTH CENTRE,9/22/2009
Chavuma,NGUVU HEALTH POST,9/23/2009
Chavuma,LUKOLWE MISSION RURAL HEALTH CENTRE,9/25/2009
Chavuma,CHIYEKE RURAL HEALTH CENTRE,10/15/2009
Chavuma,CHIVOMBO RURAL HEALTH CENTRE,10/19/2009
Chavuma,CHINGI RURAL HEALTH CENTRE,10/19/2009
Chavuma,LUKOLWE MISSION RURAL HEALTH CENTRE,10/22/2009
Chavuma,NYATANDA RURAL HEALTH CENTRE,10/27/2009
Chavuma,NGUVU HEALTH POST,10/28/2009
Chavuma,NYATANDA RURAL HEALTH CENTRE,10/28/2009
Chavuma,LUKOLWE MISSION RURAL HEALTH CENTRE,11/13/2009
Chavuma,CHIYEKE RURAL HEALTH CENTRE,11/13/2009
Chavuma,CHIYEKE RURAL HEALTH CENTRE,11/18/2009
Chavuma,CHIYEKE RURAL HEALTH CENTRE,11/19/2009
Chavuma,CHINGI RURAL HEALTH CENTRE,11/19/2009
Chavuma,CHIVOMBO RURAL HEALTH CENTRE,11/20/2009
Chavuma,NYATANDA RURAL HEALTH CENTRE,11/25/2009
Chavuma,NGUVU HEALTH POST,11/26/2009
Chavuma,CHIYEKE RURAL HEALTH CENTRE,12/25/2009
Chavuma,CHIVOMBO RURAL HEALTH CENTRE,12/28/2009
Chavuma,CHINGI RURAL HEALTH CENTRE,12/28/2009
Chavuma,NGUVU HEALTH POST,12/29/2009
Chavuma,NYATANDA RURAL HEALTH CENTRE,12/29/2009
Chavuma,LUKOLWE MISSION RURAL HEaLTH CENTRE,12/31/2009
Chavuma,NYATANDA RURAL HEALTH CENTRE,12/31/2009
Chavuma,LUKOLWE MISSION RURAL HEALTH CENTRE,1/14/2010
Chavuma,CHIYEKE RURAL HEALTH CENTRE,1/22/2010
Chavuma,CHINGI RURAL HEALTH CENTRE,1/22/2010
Chavuma,CHIVOMBO RURAL HEALTH CENTRE,1/22/2010
Chavuma,NYATANDA RURAL HEALTH CENTRE,1/27/2010
Chavuma,CHIYEKE RURAL HEALTH CENTRE,2/13/2010
Chavuma,CHINGI RURAL HEALTH CENTRE,2/17/2010
Chavuma,CHIVOMBO RURAL HEALTH CENTRE,2/17/2010
Chavuma,CHIYEKE RURAL HEALTH CENTRE,3/12/2010
Chavuma,CHINGI RURAL HEALTH CENTRE,3/12/2010
Chavuma,LUKOLWE MISSION RURAL HEALTH CENTRE,3/22/2010
Chavuma,CHINGI RURAL HEALTH CENTRE,3/24/2010
Chavuma,CHIYEKE RURAL HEALTH CENTRE,4/18/2010
Chavuma,CHINGI RURAL HEALTH CENTRE,4/21/2010
Chavuma,CHIVOMBO RURAL HEALTH CENTRE,4/26/2010
Chavuma,CHINGI RURAL HEALTH CENTRE,4/26/2010
Chavuma,CHIYEKE RURAL HEALTH CENTRE,4/30/2010
Kabompo,Chifuwe South RHC,6/26/2009
Kabompo,Kabompo HAHC,7/3/2009
Kabompo,Kasamba RHC,7/3/2009
Kabompo,St Kalemba,7/3/2009
Kabompo,Kabulamema RHC,7/4/2009
Kabompo,Mumbeji RHC,7/4/2009
Kabompo,Nkulwashi RHC,7/4/2009
Kabompo,Chikonkwelo RHC,7/12/2009
Kabompo,Dyambombola RHC,7/12/2009
Kabompo,Kalunga RHC,7/16/2009
Kabompo,Kashinakaji RHC,7/19/2009
Kabompo,Kayombo RHC,7/19/2009
Kabompo,Luansongwa RHC,7/19/2009
Kabompo,Mayawu RHC,7/19/2009
Kabompo,Kabompo HAHC,8/2/2009
Kabompo,Chikonkwelo RHC,8/3/2009
Kabompo,Mumbeji RHC,8/3/2009
Kabompo,St Kalemba,8/3/2009
Kabompo,Ndungo RHC,8/5/2009
Kabompo,Kabulamema RHC,8/6/2009
Kabompo,Kasamba RHC,8/6/2009
Kabompo,Loloma HAHC,8/6/2009
Kabompo,Nkulwashi RHC,8/6/2009
Kabompo,Chifuwe South RHC,8/8/2009
Kabompo,Dyambombola RHC,8/8/2009
Kabompo,Kalunga RHC,8/8/2009
Kabompo,Kashinakaji RHC,8/8/2009
Kabompo,Kayombo RHC,8/8/2009
Kabompo,Luansongwa RHC,8/8/2009
Kabompo,Mayawu RHC,8/8/2009
Kabompo,Mayawu RHC,9/8/2009
Kabompo,Kalunga RHC,9/21/2009
Kabompo,Kabompo HAHC,9/22/2009
Kabompo,Loloma HAHC,9/22/2009
Kabompo,Dyambombola RHC,9/23/2009
Kabompo,Kashinakaji RHC,9/23/2009
Kabompo,Luansongwa RHC,9/23/2009
Kabompo,Chifuwe South RHC,9/25/2009
Kabompo,Kasamba RHC,9/25/2009
Kabompo,St Kalemba,9/25/2009
Kabompo,Kabulamema RHC,9/28/2009
Kabompo,Mumbeji RHC,9/28/2009
Kabompo,Ndungo RHC,9/28/2009
Kabompo,Nkulwashi RHC,9/28/2009
Kabompo,Chikonkwelo RHC,9/29/2009
Kabompo,Kayombo RHC,9/29/2009
Kabompo,Dyambombola RHC,10/22/2009
Kabompo,Kashinakaji RHC,10/22/2009
Kabompo,Luansongwa RHC,10/22/2009
Kabompo,Mayawu RHC,10/22/2009
Kabompo,Kabulamema RHC,10/23/2009
Kabompo,Mumbeji RHC,10/23/2009
Kabompo,Nkulwashi RHC,10/23/2009
Kabompo,Chifuwe South RHC,10/27/2009
Kabompo,Ndungo RHC,10/27/2009
Kabompo,Chikonkwelo RHC,10/28/2009
Kabompo,Kalunga RHC,10/28/2009
Kabompo,Kasamba RHC,10/28/2009
Kabompo,Kayombo RHC,10/28/2009
Kabompo,Loloma HAHC,10/28/2009
Kabompo,St Kalemba,10/28/2009
Kabompo,Kabompo HAHC,11/27/2009
Kabompo,Kabulamema RHC,11/27/2009
Kabompo,Loloma HAHC,11/27/2009
Kabompo,Mumbeji RHC,11/27/2009
Kabompo,Nkulwashi RHC,11/27/2009
Kabompo,Chikonkwelo RHC,11/28/2009
Kabompo,Dyambombola RHC,11/28/2009
Kabompo,Kalunga RHC,11/28/2009
Kabompo,Kashinakaji RHC,11/28/2009
Kabompo,Kayombo RHC,11/28/2009
Kabompo,Luansongwa RHC,11/28/2009
Kabompo,Mayawu RHC,11/28/2009
Kabompo,Chifuwe South RHC,11/29/2009
Kabompo,Kasamba RHC,11/29/2009
Kabompo,Ndungo RHC,11/29/2009
Kabompo,St Kalemba,11/29/2009
Kabompo,Kabompo HAHC,12/22/2009
Kabompo,Loloma HAHC,12/22/2009
Kabompo,Kabulamema RHC,12/24/2009
Kabompo,Mumbeji RHC,12/24/2009
Kabompo,Nkulwashi RHC,12/24/2009
Kabompo,Chifuwe South RHC,12/28/2009
Kabompo,Ndungo RHC,12/28/2009
Kabompo,Kasamba RHC,12/29/2009
Kabompo,St Kalemba,12/29/2009
Kabompo,Chikonkwelo RHC,12/30/2009
Kabompo,Kalunga RHC,12/30/2009
Kabompo,Kayombo RHC,12/30/2009
Kabompo,Dyambombola RHC,12/31/2009
Kabompo,Kashinakaji RHC,12/31/2009
Kabompo,Luansongwa RHC,12/31/2009
Kabompo,Mayawu RHC,12/31/2009
Kabompo,Dyambombola RHC,1/4/2010
Kabompo,Chifuwe South RHC,1/6/2010
Kabompo,Ndungo RHC,1/6/2010
Kabompo,St Kalemba,1/6/2010
Kabompo,Kabompo HAHC,1/22/2010
Kabompo,Loloma HAHC,1/22/2010
Kabompo,Kabulamema RHC,1/25/2010
Kabompo,Kashinakaji RHC,1/25/2010
Kabompo,Mumbeji RHC,1/25/2010
Kabompo,Nkulwashi RHC,1/25/2010
Kabompo,Luansongwa RHC,1/26/2010
Kabompo,Mayawu RHC,1/26/2010
Kabompo,Chikonkwelo RHC,1/27/2010
Kabompo,Kayombo RHC,1/27/2010
Kabompo,Kasamba RHC,1/28/2010
Kabompo,Kalunga RHC,1/29/2010
Kabompo,Kabompo HAHC,2/22/2010
Kabompo,Mumbeji RHC,2/26/2010
Kabompo,Nkulwashi RHC,2/26/2010
Kabompo,Kabulamema RHC,2/26/2010
Kabompo,Loloma HAHC,3/22/2010
Kabompo,Kabulamema RHC,3/23/2010
Kabompo,Mumbeji RHC,3/23/2010
Kabompo,Nkulwashi RHC,3/23/2010
Kabompo,Kashinakaji RHC,3/25/2010
Kabompo,Luansongwa RHC,3/25/2010
Kabompo,Mayawu RHC,3/25/2010
Kabompo,Chifuwe South RHC,3/27/2010
Kabompo,Kasamba RHC,3/27/2010
Kabompo,Ndungo RHC,3/27/2010
Kabompo,St Kalemba,3/27/2010
Kabompo,Chikonkwelo RHC,3/28/2010
Kabompo,Dyambombola RHC,3/28/2010
Kabompo,Kayombo RHC,3/28/2010
Kabompo,Kabompo HAHC,3/29/2010
Kabompo,Kabompo HAHC,4/19/2010
Kabompo,Kabulamema RHC,4/21/2010
Kabompo,Mumbeji RHC,4/21/2010
Kabompo,Nkulwashi RHC,4/21/2010
Kabompo,Chifuwe South RHC,4/22/2010
Kabompo,Kasamba RHC,4/22/2010
Kabompo,Ndungo RHC,4/22/2010
Kabompo,St Kalemba,4/22/2010
Kabompo,Kashinakaji RHC,4/23/2010
Kabompo,Luansongwa RHC,4/23/2010
Kabompo,Loloma HACH,4/23/2010
Kabompo,Mayawu RHC,4/23/2010
Kabompo,Chikonkwelo RHC,4/24/2010
Kabompo,Dyambombola RHC,4/24/2010
Kabompo,Kalunga RHC,4/24/2010
Kabompo,Kayombo RHC,4/24/2010
Kaoma,Luena Camp hosp,8/4/2009
Kaoma,Nkenga RHC,8/4/2009
Kaoma,Kahare RHC,8/4/2009
Kaoma,Njonjolo RHC,8/4/2009
Kaoma,Namilangi RHC,8/4/2009
Kaoma,Kabilamwandi HP,8/14/2009
Kaoma,Winda RHC,8/14/2009
Kaoma,Nakayembe RHC,8/17/2009
Kaoma,Afumba RHC,8/17/2009
Kaoma,Mayukwayukwa 1 RHC,8/17/2009
Kaoma,Kaoma DH,8/21/2009
Kaoma,Luampa M Hosp,8/24/2009
Kaoma,Mangango MH,8/27/2009
Kaoma,Kaoma Urban HC,8/28/2009
Kaoma,Mulamba UHC,8/28/2009
Kaoma,Luampa M Hosp,8/28/2009
Kaoma,Longe HP,9/2/2009
Kaoma,Nkeyema RHC,9/2/2009
Kaoma,Mulamba UHC,9/2/2009
Kaoma,Nkeyema RHC,9/3/2009
Kaoma,Luena Camp hosp,9/4/2009
Kaoma,Kaaba RHC,9/4/2009
Kaoma,Luampa MH,9/4/2009
Kaoma,Njonjolo RHC,9/4/2009
Kaoma,Namilangi RHC,9/4/2009
Kaoma,Mulwa RHC,9/7/2009
Kaoma,Kasimba RHC,9/7/2009
Kaoma,Katunda RHC,9/8/2009
Kaoma,Nyambi 1 RHC,9/8/2009
Kaoma,Nyambi 2 RHC,9/8/2009
Kaoma,Afumba RHC,9/8/2009
Kaoma,Urban HC,9/8/2009
Kaoma,Nkenga RHC,9/8/2009
Kaoma,Mayukwayukwa 1 RHC,9/10/2009
Kaoma,Lui RHC,9/10/2009
Kaoma,ZNS Mangango RHC,9/10/2009
Kaoma,Kaoma DH,9/14/2009
Kaoma,Mangango MH,9/14/2009
Kaoma,Kabilamwandi HP,9/15/2009
Kaoma,Kahare RHC,9/15/2009
Kaoma,Namilangi RHC,9/15/2009
Kaoma,Winda RHC,9/15/2009
Kaoma,Katunda RHC,9/16/2009
Kaoma,Urban HC,9/18/2009
Kaoma,Nkeyema RHC,9/18/2009
Kaoma,Kaoma DH,9/23/2009
Kaoma,Namilangi RHC,9/23/2009
Kaoma,Kaoma DH,9/23/2009
Kaoma,Lui RHC,9/24/2009
Kaoma,Nkeyema RHC,9/24/2009
Kaoma,Mangango RHC,9/25/2009
Kaoma,Chitwa RHC,9/28/2009
