retail,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
ret0,77.88018433,77.88018433,77.88018433,77.88018433,76.49769585,76.49769585,76.49769585,76.49769585,78.11059908,78.11059908,78.11059908,78.11059908,84.56221198,84.56221198,84.56221198,84.56221198,92.74193548,92.74193548,92.74193548,92.74193548,96.88940092,96.88940092,96.88940092,96.88940092,97.35023041,97.35023041,97.35023041,97.35023041,98.38709677,98.38709677,98.38709677,98.38709677,98.61751152,98.61751152,98.61751152,98.61751152,98.96313364,98.96313364,98.96313364,98.96313364,94.58525346,94.58525346,94.58525346,94.58525346,84.79262673,84.79262673,84.79262673,84.79262673
