retail,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
ret0,42,45,48.375,51.375,54,55.875,56.625,56.625,56.25,55.125,53.25,51.375,49.5,46.875,44.25,41.625,38.625,35.7,33.4125,31.65,30.3375,29.4,28.725,28.3125,28.35,28.95,30.1125,31.5,32.7,33.225,32.9625,32.1,30.975,29.8125,28.7625,27.75,26.775,26.1,25.7625,25.875,26.5875,27.8625,29.6625,31.8375,34.0875,36.15,37.875,39.75
